"rank","movie","year_released","american_box_office","international_box_office","total_box_office"
8936,"Nôgêmu nôraifu: Zero",2017,0,4401961,4401961
8937,"Bienvenue à Marly-Gomont",2016,0,4401654,4401654
8938,"For Me and My Gal",1942,4400000,0,4400000
8939,"Thrill of a Romance",1945,4400000,0,4400000
8940,"The Bravados",1958,4400000,0,4400000
8941,"A Star is Born",1954,4400000,0,4400000
8942,"Willie and Phil",1980,4400000,0,4400000
8943,"Simply Irresistible",1999,4398989,0,4398989
8944,"Hello",2017,0,4394131,4394131
8945,"The Company of Wolves",1985,4389334,0,4389334
8946,"Forced Vengeance",1982,4388500,0,4388500
8947,"Mental",2012,17669,4368290,4385959
8948,"Pumpkinhead",1988,4385516,0,4385516
8949,"Synecdoche, New York",2008,3083538,1300000,4383538
8950,"The Book of Henry",2017,4288104,91801,4379905
8951,"’71",2015,1270847,3106411,4377258
8952,"SuperBobrovy",2016,0,4376775,4376775
8953,"Dark Angel",1990,4372561,0,4372561
8954,"Fever Pitch",1999,113384,4257705,4371089
8955,"Kabali",2016,3903095,466521,4369616
8956,"Seven Days In Utopia",2011,4367448,0,4367448
8957,"Vettai",2012,202581,4163695,4366276
8958,"Batman: The Killing Joke",2016,3775000,586038,4361038
8959,"Solitary Man",2010,4360548,0,4360548
8960,"Wagons East",1994,4358940,0,4358940
8961,"Xin Ling De Yang Guang",2010,0,4358853,4358853
8962,"The Broadway Melody",1929,2800000,1558000,4358000
8963,"Spartan",2004,4357745,0,4357745
8964,"Bogus",1996,4357406,0,4357406
8965,"Meet the Deedles",1998,4356126,0,4356126
8966,"Tu Hao Qing Ren Jie",2015,0,4350000,4350000
8967,"The Mean Season",1985,4349446,0,4349446
8968,"Nijiiro Days",2018,0,4349271,4349271
8969,"Staying Together",1989,4348025,0,4348025
8970,"Sayonara no asa ni yakusoku no hana o kazarô",2018,0,4343981,4343981
8971,"Sleeping Dogs Lie",2006,15745,4326414,4342159
8972,"General Rouge no Gaisen",2009,0,4341479,4341479
8973,"Entre Amis",2015,0,4335699,4335699
8974,"He Named Me Malala",2015,2668936,1665280,4334216
8975,"PCU",1994,4333569,0,4333569
8976,"Green Street Hooligans",2005,345821,3987450,4333271
8977,"Sensei!",2017,0,4333105,4333105
8978,"Selfie",2017,0,4330232,4330232
8979,"National Theatre Live: The Audience",2013,0,4330068,4330068
8980,"Much Ado About Nothing",2013,4328850,0,4328850
8981,"Manatsu no Orion",2009,0,4323830,4323830
8982,"Dhol",2007,0,4318679,4318679
8983,"Flash Point",2008,3271,4314771,4318042
8984,"Welcome",2010,13461,4303513,4316974
8985,"Lucky Break",2002,54606,4261891,4316497
8986,"Wild Card",2015,3200,4312589,4315789
8987,"Velvet Goldmine",1998,1053788,3259856,4313644
8988,"Melvin and Howard",1980,4309490,0,4309490
8989,"Tsukigami",2007,0,4306083,4306083
8990,"Trenchcoat",1983,4304286,0,4304286
8991,"Disco Polo",2015,0,4301648,4301648
8992,"Four Rooms",1995,4301000,0,4301000
8993,"Bob Roberts",1992,4300703,0,4300703
8994,"All the Marbles",1981,4300000,0,4300000
8995,"G.I. Blues",1960,4300000,0,4300000
8996,"Yellowbeard",1983,4300000,0,4300000
8997,"Thief",1981,4300000,0,4300000
8998,"Marooned",1969,4300000,0,4300000
8999,"Per qualche dollaro in più",1967,4300000,0,4300000
9000,"Place Publique",2018,0,4299975,4299975
9001,"Eden Lake",2008,7321,4287052,4294373
9002,"Flipped",2010,1755212,2534781,4289993
9003,"Evelyn",2002,1483975,2805534,4289509
9004,"Keunalui bonwigi",2016,0,4289474,4289474
9005,"Soul Survivors",2001,3100650,1187596,4288246
9006,"Hasta que la boda nos separe",2018,0,4283757,4283757
9007,"Romeo and Juliet (Secret Cinema 2018)",2018,0,4282983,4282983
9008,"Tomboy",2011,130271,4152278,4282549
9009,"Best Seller",1987,4278150,0,4278150
9010,"Aadu 2",2017,0,4273904,4273904
9011,"Glitter",2001,4273372,0,4273372
9012,"Dutch",1991,4271022,0,4271022
9013,"Heidi's Song",1982,4269402,0,4269402
9014,"Van Wilder Deux: The Rise of Taj",2006,4261350,0,4261350
9015,"Jia zhuang qing lu",2011,0,4259100,4259100
9016,"Goal! 2: Living the Dream...",2008,225067,4034000,4259067
9017,"Demolition",2016,1978592,2274705,4253297
9018,"Therese Desqueyroux",2012,226555,4026508,4253063
9019,"Hot Dog",2018,0,4251298,4251298
9020,"Rosalie Blum",2016,0,4251230,4251230
9021,"Lambada",1990,4248622,0,4248622
9022,"Mr. Nanny",1993,4247162,0,4247162
9023,"Brick",2006,2075743,2168253,4243996
9024,"Tô Ryca!",2016,0,4243953,4243953
9025,"Il Vegetale",2018,0,4241706,4241706
9026,"Najlepszy",2017,0,4241533,4241533
9027,"Men with Brooms",2002,4239767,0,4239767
9028,"The Gospel of John",2003,4068087,166268,4234355
9029,"Juliet, Naked",2018,3444895,788023,4232918
9030,"Holy Motors",2012,641054,3589372,4230426
9031,"Roadie",1980,4226370,0,4226370
9032,"Gaston Lagaffe",2018,0,4224925,4224925
9033,"Amis Publics N°1",2016,0,4222361,4222361
9034,"Left Behind",2001,4221341,0,4221341
9035,"Liliane Susewind - Ein tierisches Abenteuer",2018,0,4220933,4220933
9036,"Pinku to gurê",2016,0,4215944,4215944
9037,"Go! Princess Pretty Cure The Movie Go! Go!! Gor…",2015,0,4214364,4214364
9038,"Saya-zamurai",2011,0,4213126,4213126
9039,"That's Dancing",1985,4210938,0,4210938
9040,"Welcome to the Punch",2013,7034,4200068,4207102
9041,"Beastie Boys",2008,0,4205499,4205499
9042,"Kursk",2018,0,4205410,4205410
9043,"Storm Boy",2019,69566,4133394,4202960
9044,"The Damned United",2009,449865,3750009,4199874
9045,"Richard III",1995,2684904,1514430,4199334
9046,"ESPN's Ultimate X - The Movie",2002,4197175,0,4197175
9047,"Sweet and Lowdown",1999,4196621,0,4196621
9048,"The Tango Lesson",1997,1026402,3167636,4194038
9049,"Tanu Weds Manu Returns",2015,3043479,1149465,4192944
9050,"Red Scorpion",1989,4192000,0,4192000
9051,"The Long Way Home",2015,0,4185530,4185530
9052,"Twin Peaks: Fire Walk With Me",1992,4160851,23968,4184819
9053,"Les femmes de l'ombre",2008,0,4183710,4183710
9054,"Zan'e: Sunde wa ikenai heya",2016,0,4182808,4182808
9055,"Nitro Circus: The Movie 3D",2012,3377000,805062,4182062
9056,"Listen to Me",1989,4177448,0,4177448
9057,"With a Friend Like Harry",2000,4174495,0,4174495
9058,"Pak Van Mijn Hart",2014,0,4170873,4170873
9059,"Den Skyldige",2018,207140,3960535,4167675
9060,"Un homme idéal",2015,0,4167356,4167356
9061,"Les Gardiennes",2017,177331,3989872,4167203
9062,"In guerra per amore",2016,0,4166265,4166265
9063,"Priest",1995,4165845,0,4165845
9064,"Dil Dhadakne Do",2015,3066100,1098363,4164463
9065,"The Cobbler",2015,0,4161533,4161533
9066,"Bride Flight",2011,501360,3659927,4161287
9067,"Mostly Martha (Drei Sterne)",2002,4160475,0,4160475
9068,"Girl",2018,0,4157987,4157987
9069,"La tete haute",2015,26144,4131123,4157267
9070,"Good Hair",2009,4157223,0,4157223
9071,"Cuban Fury",2014,57105,4100000,4157105
9072,"Noi e la Giulia",2015,0,4156499,4156499
9073,"Waiting for a Miracle",2007,0,4152160,4152160
9074,"Witless Protection",2008,4151836,0,4151836
9075,"Good Time",2017,2026498,2117630,4144128
9076,"Jimmy's Hall",2014,560341,3582912,4143253
9077,"Whipped",2000,4142507,0,4142507
9078,"360",2012,100343,4040908,4141251
9079,"Smeshariki. Legenda o Zolotom Drakone",2016,0,4140403,4140403
9080,"Pawn Sacrifice",2015,2436308,1702439,4138747
9081,"Ghost Stories",2018,135095,4003081,4138176
9082,"To Gillian on Her 37th Birthday",1996,4137645,0,4137645
9083,"Heart Condition",1990,4134992,0,4134992
9084,"Iftarlik Gazoz",2016,0,4134490,4134490
9085,"From Prada to Nada",2011,3033623,1100069,4133692
9086,"Mistress America",2015,2500431,1632695,4133126
9087,"HHhH",2017,0,4132063,4132063
9088,"A Quiet Passion",2016,1865396,2266123,4131519
9089,"Comme les autres",2008,0,4130967,4130967
9090,"Dino King",2018,0,4129689,4129689
9091,"The To Do List",2013,3491669,637159,4128828
9092,"Emergo",2012,256,4126361,4126617
9093,"Choke",2008,2926565,1197712,4124277
9094,"Nativity Rocks!",2018,0,4121839,4121839
9095,"Cliente",2008,0,4121833,4121833
9096,"Qi Xiao Luo Han",2010,0,4120000,4120000
9097,"Po cem muži touží",2018,0,4119470,4119470
9098,"Venom",1982,4117958,0,4117958
9099,"Stay",2005,3626883,491000,4117883
9100,"Joker",2012,169181,3947336,4116517
9101,"Pichi Garu",2017,0,4116303,4116303
9102,"The Hero",2017,4077333,35036,4112369
9103,"L'empreinte de l'ange",2008,0,4112292,4112292
9104,"Çakallarla Dans 4",2016,0,4111121,4111121
9105,"Partners",1982,4109724,0,4109724
9106,"Kama Sutra",1997,4109095,0,4109095
9107,"This Boy's Life",1993,4104962,0,4104962
9108,"Changing Times",2006,545255,3558905,4104160
9109,"Kissing a Fool",1998,4100505,0,4100505
9110,"My Science Project",1985,4100000,0,4100000
9111,"Easy to Wed",1946,4100000,0,4100000
9112,"Restoration",1995,4100000,0,4100000
9113,"The Harvey Girls",1946,4100000,0,4100000
9114,"Beata ignoranza",2017,0,4097355,4097355
9115,"Until September",1984,4097094,0,4097094
9116,"Werk ohne Autor",2018,1206117,2887688,4093805
9117,"Aibô shirîzu Kanshiki Yonezawa Mamoru no jikenbo",2009,0,4089965,4089965
9118,"¡Átame!",1990,4087000,0,4087000
9119,"8 luchshikh svidaniy",2016,0,4085444,4085444
9120,"Flood",2007,0,4084232,4084232
9121,"The Beach Bum",2019,3415998,664618,4080616
9122,"That's Life!",1986,4079895,0,4079895
9123,"Impromptu",1991,4076211,0,4076211
9124,"Caprice",1967,4075000,0,4075000
9125,"Meet Wally Sparks",1997,4073582,0,4073582
9126,"Bankier Van Het Verzet",2018,0,4068853,4068853
9127,"Belle de Jour",1968,4056534,12027,4068561
9128,"Katti Batti",2015,364932,3703078,4068010
9129,"Lisa",1990,4067725,0,4067725
9130,"Pari",2018,0,4065233,4065233
9131,"Le Diner de Cons",1999,4065116,0,4065116
9132,"Stone",2010,1810078,2254942,4065020
9133,"Tank Girl",1995,4064333,0,4064333
9134,"Bajo el mismo techo",2019,0,4063839,4063839
9135,"Peter’s Friends",1992,4058564,0,4058564
9136,"The Winslow Boy",1999,4058350,0,4058350
9137,"Ju-on: Za fainaru",2015,0,4054991,4054991
9138,"Mademoiselle de Joncquières",2018,0,4054477,4054477
9139,"Yi wan nian yi hou",2015,0,4050000,4050000
9140,"King's Ransom",2005,4008527,41000,4049527
9141,"Antonia",1996,4047426,0,4047426
9142,"Werner - Eiskalt",2011,0,4046409,4046409
9143,"Mediterraneo",1992,4044228,0,4044228
9144,"Trois couleurs: Rouge",1994,4043000,0,4043000
9145,"Breaking the Waves",1996,4040691,0,4040691
9146,"Yapisik Kardesler",2015,0,4035238,4035238
9147,"Schultze Gets the Blues",2005,595071,3439161,4034232
9148,"The Mustang",2019,4032770,0,4032770
9149,"Passed Away",1992,4030793,0,4030793
9150,"Selbst",2018,0,4028984,4028984
9151,"Bolshoy",2017,0,4026003,4026003
9152,"Taras Bulba",1962,4000000,24833,4024833
9153,"Idle Hands",1999,4023741,0,4023741
9154,"There Be Dragons",2011,1069334,2951656,4020990
9155,"Sketch",2018,0,4020070,4020070
9156,"Here Comes the Grump",2018,2150,4017345,4019495
9157,"Visages villages",2017,952432,3065087,4017519
9158,"Vallanzasca - Gli angeli del male",2010,0,4017500,4017500
9159,"The Three Little Pigs 2",2017,0,4015456,4015456
9160,"DiDi's Dreams",2017,0,4013033,4013033
9161,"Mrs. Soffel",1984,4012827,0,4012827
9162,"Mountains of the Moon",1990,4011793,0,4011793
9163,"A Perfect Day",2015,5002,4006302,4011304
9164,"Sanada Jûyûshi",2016,0,4010847,4010847
9165,"Short Time",1990,4010647,0,4010647
9166,"Eksi Elmalar",2016,0,4009596,4009596
9167,"I Feel Good",2018,0,4008571,4008571
9168,"8 Heads in a Duffel Bag",1997,3602884,400000,4002884
9169,"Marseille",2016,0,4000349,4000349
9170,"The Stepford Wives",1975,4000000,0,4000000
9171,"Dillinger",1945,4000000,0,4000000
9172,"Kagemusha",1980,4000000,0,4000000
9173,"You Can't Take It With You",1938,4000000,0,4000000
9174,"The Million Dollar Duck",1971,4000000,0,4000000
9175,"A Yank in the R.A.F.",1941,4000000,0,4000000
9176,"Tai-Pan",1986,4000000,0,4000000
9177,"The Boogens",1982,4000000,0,4000000
9178,"Willy Wonka & the Chocolate Factory",1971,4000000,0,4000000
9179,"The Beast Within",1982,4000000,0,4000000
9180,"Vamp",1986,4000000,0,4000000
9181,"Alexander's Ragtime Band",1938,4000000,0,4000000
9182,"Jailhouse Rock",1957,4000000,0,4000000
9183,"Blood Feast",1963,4000000,0,4000000
9184,"Leonard Part 6",1987,4000000,0,4000000
9185,"Brainscan",1994,4000000,0,4000000
9186,"Ingagi",1931,4000000,0,4000000
9187,"Die Laughing",1980,4000000,0,4000000
9188,"Star!",1968,4000000,0,4000000
9189,"Buck Privates",1941,4000000,0,4000000
9190,"Made in Heaven",1987,4000000,0,4000000
9191,"American Ninja 2: The Confrontation",1987,4000000,0,4000000
9192,"Amazing Grace and Chuck",1987,4000000,0,4000000
9193,"Les Malheurs de Sophie",2016,0,3998736,3998736
9194,"The Mighty Quinn",1989,3992420,0,3992420
9195,"Yildizlar da Kayar: Das Borak",2016,0,3990860,3990860
9196,"Ragnarok",2014,1369,3988881,3990250
9197,"Welcome Home, Roxy Carmichael",1990,3989297,0,3989297
9198,"Strana chudes",2016,0,3987780,3987780
9199,"The Broken Circle Breakdown",2012,175038,3810188,3985226
9200,"The Story of the Weeping Camel",2004,1751698,2230721,3982419
9201,"Nous trois ou rien",2015,0,3982029,3982029
9202,"Chopper",2000,234259,3746436,3980695
9203,"Goyangyi: Jookeumeul Boneun Doo Gaeui Noon",2011,0,3980234,3980234
9204,"Kochaj i Tancz",2009,0,3977016,3977016
9205,"Step Into Liquid",2003,3681803,293739,3975542
9206,"Geunal, bada",2018,0,3972816,3972816
9207,"Spider-Man/Men in Black II Double-Bill",2002,3971552,0,3971552
9208,"Wedding Daze",2008,0,3969756,3969756
9209,"2.0",2018,0,3967923,3967923
9210,"Bat*21",1988,3966256,0,3966256
9211,"Memories of Me",1988,3965000,0,3965000
9212,"Missing",2008,0,3964925,3964925
9213,"Soreike! Anpanman Mija To Maho No Lamp",2015,0,3963396,3963396
9214,"Die wilden Kerle 6 - Die Legende lebt",2016,0,3963295,3963295
9215,"Tonari no kaibutsu kun",2018,0,3962689,3962689
9216,"Metti la nonna in freezer",2018,0,3961770,3961770
9217,"Koisaika Miyamoto",2017,0,3960502,3960502
9218,"Tudo por um Pop Star",2018,0,3960475,3960475
9219,"Kimi no suizô wo tabetai",2018,0,3959923,3959923
9220,"Er Ci Chu Lian",2017,0,3957193,3957193
9221,"Tholi Prema",2018,0,3956883,3956883
9222,"Ed",1996,3956785,0,3956785
9223,"Playing by Heart",1998,3956212,0,3956212
9224,"Il Papa di Giovanna",2008,0,3955837,3955837
9225,"El guardián invisible",2017,0,3954408,3954408
9226,"The Phantom of the Opera",1989,3953745,0,3953745
9227,"Joysticks",1983,3952000,0,3952000
9228,"Qualquer Gato Vira-Lata",2011,0,3950978,3950978
9229,"Hello Carbot The Movie: The Secret of Omphalos …",2019,0,3947864,3947864
9230,"Ma Famille T’Adore Déjà",2016,0,3947091,3947091
9231,"Tschick",2016,0,3946873,3946873
9232,"Verliefd Op Cuba",2019,0,3943653,3943653
9233,"Gordy",1995,3941146,0,3941146
9234,"Yeol-jeong-gat-eun-so-ri-ha-go-it-ne",2015,0,3939736,3939736
9235,"The Pebble and the Penguin",1995,3939728,0,3939728
9236,"Sleight",2017,3930990,3460,3934450
9237,"Hagane no renkinjutsushi: Mirosu no seinaru hoshi",2012,178000,3756008,3934008
9238,"The Perfect Game",2010,1089445,2841922,3931367
9239,"Chiamatemi Francesco - Il papa della gente",2015,0,3925769,3925769
9240,"Eiga no Osomatsusan",2019,0,3925767,3925767
9241,"Gracie",2007,2956339,965704,3922043
9242,"The Nile Hilton Incident",2017,80953,3838160,3919113
9243,"Escobar: Paradise Lost",2015,195792,3721887,3917679
9244,"Mrs. Palfrey at the Claremont",2005,1717595,2200000,3917595
9245,"Earth Girls are Easy",1989,3916303,0,3916303
9246,"Soreike! Anpanman: Omocha no Hoshi no Nanda to …",2016,0,3915932,3915932
9247,"3 amis",2007,0,3915346,3915346
9248,"Kodomo tsukai",2017,0,3912025,3912025
9249,"Resurrection",1980,3910019,0,3910019
9250,"Garde alternée",2017,0,3907930,3907930
9251,"Film Stars Don’t Die in Liverpool",2017,1024266,2883474,3907740
9252,"Reintsurî no kuni",2015,0,3907507,3907507
9253,"Warlock: The Armageddon",1993,3902679,0,3902679
9254,"2:22",2017,422,3900505,3900927
9255,"The Manhattan Project",1986,3900000,0,3900000
9256,"Glyanets",2007,0,3899426,3899426
9257,"Nesokrushimyy",2018,0,3898030,3898030
9258,"Los futbolísimos",2018,0,3897549,3897549
9259,"L'auberge espagnole",2003,3895664,0,3895664
9260,"Swallows and Amazons",2016,0,3895661,3895661
9261,"Clerks",1994,3073428,820812,3894240
9262,"Tian tang kou",2007,0,3887998,3887998
9263,"Loverboy",1989,3887852,0,3887852
9264,"Yoru Wa Mijikashi Aruke Yo Otome",2017,406490,3480413,3886903
9265,"Long zai na li?",2015,0,3883880,3883880
9266,"Man Trouble",1992,3882058,0,3882058
9267,"D'après une histoire vraie",2017,0,3879894,3879894
9268,"Em La Ba Noi Cua Anh",2015,65718,3810953,3876671
9269,"Geukjangpan Hellokabot: Omparoseu Seomui Bimil",2019,0,3872562,3872562
9270,"Rules Don’t Apply",2016,3652206,219242,3871448
9271,"Andre Rieus 2018 Maastricht Concert",2018,0,3869719,3869719
9272,"Soromon no gishou: Kouhen saiban",2015,0,3869485,3869485
9273,"Le goût des merveilles",2015,0,3865682,3865682
9274,"Matrimonio al Sud",2015,0,3862003,3862003
9275,"Wiro Sableng 212",2018,0,3859763,3859763
9276,"You Kill Me",2007,2426851,1432113,3858964
9277,"Throne of Elves",2016,0,3858035,3858035
9278,"Flashpoint",1984,3854833,0,3854833
9279,"The Heavenly Kid",1985,3852271,0,3852271
9280,"The Deep Blue Sea",2012,1126027,2726137,3852164
9281,"Blackmail",2018,0,3849566,3849566
9282,"Django",2017,56556,3790909,3847465
9283,"Petit Paysan",2017,0,3845589,3845589
9284,"Chibi Maruko Chan – A Boy From Italy",2016,0,3844017,3844017
9285,"Niyazi Gül Dörtnala",2015,0,3841737,3841737
9286,"Turist",2014,1359497,2482218,3841715
9287,"First Reformed",2018,3448256,393150,3841406
9288,"Trailer Park Boys: The Movie",2006,3833507,7889,3841396
9289,"Nanatsu no Taizai Movie",2018,0,3840168,3840168
9290,"La donna della mia vita",2010,0,3838596,3838596
9291,"Brick Lane",2008,1094998,2743488,3838486
9292,"Wendy 2 - Freundschaft für Immer",2018,0,3837990,3837990
9293,"Himitsu: The Top Secret",2016,0,3833651,3833651
9294,"Life Stinks",1991,3832400,0,3832400
9295,"Chosun Masoolsa",2015,0,3829088,3829088
9296,"El delfín: La historia de un soñador",2010,0,3828898,3828898
9297,"Lost Highway",1997,3796699,28347,3825046
9298,"To Save a Life",2010,3777210,47658,3824868
9299,"Korô no chi",2018,0,3823511,3823511
9300,"The Laws of the Universe - Part 0",2015,0,3821361,3821361
9301,"Outcast",2015,0,3820123,3820123
9302,"Sin hijos",2015,0,3819914,3819914
9303,"Thanks for Sharing",2013,1066256,2752348,3818604
9304,"Non c'è più religione",2016,0,3817443,3817443
9305,"Benji: Off the Leash!",2004,3817362,0,3817362
9306,"The Real Cancun",2003,3816594,0,3816594
9307,"La corrispondenza",2016,0,3815445,3815445
9308,"Cézanne Et Moi",2016,257597,3557797,3815394
9309,"Go Goa Gone",2013,295414,3515626,3811040
9310,"Better Luck Tomorrow",2003,3802390,6836,3809226
9311,"Green Room",2016,3220371,587132,3807503
9312,"Asahinagu",2017,0,3807061,3807061
9313,"Hide in Plain Sight",1980,3806930,0,3806930
9314,"De Heineken ontvoering",2012,0,3802218,3802218
9315,"Girl Crazy",1943,3800000,0,3800000
9316,"River of No Return",1954,3800000,0,3800000
9317,"Power",1986,3800000,0,3800000
9318,"The Covered Wagon",1923,3800000,0,3800000
9319,"Catfish",2010,3237343,561391,3798734
9320,"Guyana: Crime of the Century",1980,3798102,0,3798102
9321,"Tutta la vita davanti",2008,0,3795187,3795187
9322,"El Amor Menos Pensado",2018,0,3795103,3795103
9323,"Fluke",1995,3794761,0,3794761
9324,"The Governess",1998,3794031,0,3794031
9325,"Free Fire",2017,1799322,1994417,3793739
9326,"Huai Ba Ba",2018,0,3791880,3791880
9327,"Closed Note",2007,0,3790791,3790791
9328,"Sweet Hearts Dance",1988,3790493,0,3790493
9329,"Celeste and Jesse Forever",2012,3103407,684282,3787689
9330,"The Fast Runner",2002,3786801,0,3786801
9331,"jeombaki hanbandoeui gongryong 2 saeroun nakwon",2018,0,3783492,3783492
9332,"Mentiras y Gordas",2009,0,3776883,3776883
9333,"Le fils de l'épicier",2008,276454,3500000,3776454
9334,"Barb Wire",1996,3775952,0,3775952
9335,"Cheech & Chong's The Corsican Brothers",1984,3772785,0,3772785
9336,"Jane Got a Gun",2015,1513793,2257552,3771345
9337,"Merci Patron!",2016,0,3770001,3770001
9338,"The Monster Squad",1987,3769990,0,3769990
9339,"Nitro",2007,3768878,0,3768878
9340,"Cleaner",2008,0,3768452,3768452
9341,"Chamboultout",2019,0,3766231,3766231
9342,"When Time Ran Out...",1980,3763988,0,3763988
9343,"Saraba seishun, saredo seishun",2018,0,3762474,3762474
9344,"Zemletryasenie",2016,0,3757826,3757826
9345,"Ange et Gabrielle",2015,0,3757716,3757716
9346,"Boychoir",2015,366474,3389064,3755538
9347,"Imagine: John Lennon",1988,3753977,0,3753977
